serial_number,mac_address
WGB24BE003782,E1260185D358
WGB24BE003781,E1260185D512
WGB24BE003780,E1260185CE72
WGB24BE003779,E1260185D656
WGB24BE003778,E1260185D0FB
WGB24BE003777,E1260185D630
WGB24BE003776,E1260185D214
WGB24BE003775,E1260185CDD7
WGB24BE003774,E1260185CC6F
WGB24BE003773,E1260185D1B9
WGB24BE003772,E1260185D520
WGB24BE003771,E1260185D553
WGB24BE003770,E1260185D641
WGB24BE003769,E1260185D5A6
WGB24BE003768,E1260185D4E0
WGB24BE003767,E1260185D113
WGB24BE003766,E1260185D390
WGB24BE003765,E1260185CE83
WGB24BE003764,E1260185D123
WGB24BE003763,E1260185D340
WGB24BE003762,E1260185CEA7
WGB24BE003761,E1260185CD38
WGB24BE003760,E1260185CE9A
WGB24BE003759,E1260185D362
WGB24BE003758,E1260185CFA1
WGB24BE003757,E1260185CF9A
WGB24BE003756,E1260185CE6C
WGB24BE003755,E1260185D5F0
WGB24BE003754,E1260185CED9
WGB24BE003753,E1260185D5BB
WGB24BE003752,E1260185D50C
WGB24BE003751,E1260185D33E
WGB24BE003750,E1260185D5C5
WGB24BE003749,E1260185CAE7
WGB24BE003748,E1260185CE9B
WGB24BE003747,E1260185D0BE
WGB24BE003746,E1260185CC58
WGB24BE003745,E1260185CE80
WGB24BE003744,E1260185D330
WGB24BE003743,E1260185D134
WGB24BE003742,E1260185CABB
WGB24BE003741,E1260185CA73
WGB24BE003740,E12601864278
WGB24BE003739,E126018649CB
WGB24BE003738,E12601864C23
WGB24BE003737,E1260185CF39
WGB24BE003736,E12601864B3E
WGB24BE003735,E12601864A84
WGB24BE003734,E1260185D1AC
WGB24BE003733,E1260185D42B
WGB24BE003732,E1260185B719
WGB24BE003731,E1260185C4DF
WGB24BE003730,E1260185D63A
WGB24BE003729,E1260185D5C2
WGB24BE003728,E1260185CDE8
WGB24BE003727,E1260185D01A
WGB24BE003726,E1260185C729
WGB24BE003725,E1260185D2A8
WGB24BE003724,E1260185D81B
WGB24BE003723,E1260185CF57
WGB24BE003722,E1260185C2A8
WGB24BE003721,E1260185B75E
WGB24BE003720,E1260185C704
WGB24BE003719,E1260185C485
WGB24BE003718,E1260185C4C9
WGB24BE003717,E1260185CDD1
WGB24BE003716,E1260185BBDC
WGB24BE003715,E1260185D653
WGB24BE003714,E1260185DF0C
WGB24BE003713,E1260185B75B
WGB24BE003712,E1260185C238
WGB24BE003711,E1260185B9DC
WGB24BE003710,E1260185CBF9
WGB24BE003709,E1260185CB37
WGB24BE003708,E1260185D1AA
WGB24BE003707,E1260185B92D
WGB24BE003706,E1260185E0F1
WGB24BE003705,E1260185C68A
WGB24BE003704,E1260185D43E
WGB24BE003703,E1260185B75F
WGB24BE003702,E1260185B2A9
WGB24BE003701,E1260185B688
WGB24BE003700,E1260185D5EB
WGB24BE003699,E1260185CF72
WGB24BE003698,E1260185D40F
WGB24BE003697,E1260185C707
WGB24BE003696,E1260185C28D
WGB24BE003695,E1260185B745
WGB24BE003694,E1260185CACA
WGB24BE003693,E1260185AC6D
WGB24BE003692,E1260185CDF3
WGB24BE003691,E1260185BA9F
WGB24BE003690,E1260185CA79
WGB24BE003689,E1260185CF58
WGB24BE003688,E1260185C5E7
WGB24BE003687,E1260185A891
WGB24BE003686,E1260185CB32
WGB24BE003685,E1260185CF5E
WGB24BE003684,E1260185D1A0
WGB24BE003683,E1260185B4D1
WGB24BE003682,E1260185B79E
WGB24BE003681,E1260185CB0F
WGB24BE003680,E1260185D631
WGB24BE003679,E1260185C4B2
WGB24BE003678,E1260185D28D
WGB24BE003677,E1260185CD32
WGB24BE003676,E1260185CF5B
WGB24BE003675,E1260185CA6B
WGB24BE003674,E1260185B1A3
WGB24BE003673,E1260185BABA
WGB24BE003672,E1260185B770
WGB24BE003671,E1260185B759
WGB24BE003670,E1260185CA77
WGB24BE003669,E1260185CD3A
WGB24BE003668,E1260185D94A
WGB24BE003667,E1260185CF32
WGB24BE003666,E1260185CB2F
WGB24BE003665,E1260185CD1F
WGB24BE003664,E1260185B765
WGB24BE003663,E1260185CA71
WGB24BE003662,E1260185CE04
WGB24BE003661,E1260185D415
WGB24BE003660,E1260185D62B
WGB24BE003659,E1260185E0F9
WGB24BE003658,E1260185D026
WGB24BE003657,E1260185D1AB
WGB24BE003656,E1260185D838
WGB24BE003655,E1260185CBC2
WGB24BE003654,E1260185B522
WGB24BE003653,E1260185D4D5
WGB24BE003652,E1260185D043
WGB24BE003651,E1260185CA5F
WGB24BE003650,E1260185BC78
WGB24BE003649,E1260185D444
WGB24BE003648,E1260185B718
WGB24BE003647,E1260185C063
WGB24BE003646,E1260185B900
WGB24BE003645,E1260185CBC9
WGB24BE003644,E1260185C486
WGB24BE003643,E1260185D64F
WGB24BE003642,E1260185C283
WGB24BE003641,E1260185C27D
WGB24BE003640,E1260185CDC2
WGB24BE003639,E1260185CBDE
WGB24BE003638,E1260185B551
WGB24BE003637,E1260185CDF0
WGB24BE003636,E1260185B5A0
WGB24BE003635,E1260185CBF2
WGB24BE003634,E1260185D01E
WGB24BE003633,E1260185CB10
WGB24BE003632,E1260185E025
WGB24BE003631,E1260185C2D4
WGB24BE003630,E1260185CBFA
WGB24BE003629,E1260185CD17
WGB24BE003628,E1260185CBD7
WGB24BE003627,E1260185BC68
WGB24BE003626,E1260185D299
WGB24BE003625,E1260185D1DB
WGB24BE003624,E1260185C27F
WGB24BE003623,E1260185D019
WGB24BE003622,E1260185D5F1
WGB24BE003621,E1260185B764
WGB24BE003620,E1260185B527
WGB24BE003619,E1260185C23D
WGB24BE003618,E1260185D5E4
WGB24BE003617,E1260185CF37
WGB24BE003616,E1260185D4EE
WGB24BE003615,E1260185CDE9
WGB24BE003614,E1260185D4E8
WGB24BE003613,E1260185D33F
WGB24BE003612,E1260185BE49
WGB24BE003611,E1260185D412
WGB24BE003610,E1260185D987
WGB24BE003609,E1260185D1DF
WGB24BE003608,E1260185C7DC
WGB24BE003607,E1260185B2CA
WGB24BE003606,E1260185CDEB
WGB24BE003605,E1260185A8F5
WGB24BE003604,E1260185BA52
WGB24BE003603,E1260185D5C1
WGB24BE003602,E1260185CDD2
WGB24BE003601,E1260185CDE7
WGB24BE003600,E1260185B515
WGB24BE003599,E1260185B4F9
WGB24BE003598,E1260185BBFA
WGB24BE003597,E1260185D42D
WGB24BE003596,E1260185D2BD
WGB24BE003595,E1260185B747
WGB24BE003594,E1260185CB19
WGB24BE003593,E1260185C302
WGB24BE003592,E1260185C38B
WGB24BE003591,E1260185C723
WGB24BE003590,E1260185CD18
WGB24BE003589,E1260185C481
WGB24BE003588,E1260185D42E
WGB24BE003587,E1260185CD20
WGB24BE003586,E1260185CF3B
WGB24BE003585,E1260185CDD5
WGB24BE003584,E1260185D5C4
WGB24BE003583,E1260185B450
WGB24BE003582,E1260185E0A5
WGB24BE003581,E1260185CEFD
WGB24BE003580,E1260185CF6B
WGB24BE003579,E1260185D01B
WGB24BE003578,E1260185CBEA
WGB24BE003577,E1260185D445
WGB24BE003576,E1260185CA59
WGB24BE003575,E1260185B550
WGB24BE003574,E1260185C6FC
WGB24BE003573,E1260185D054
WGB24BE003572,E1260185B371
WGB24BE003571,E1260185CDF4
WGB24BE003570,E1260185B474
WGB24BE003569,E1260185D5BD
WGB24BE003568,E1260185C700
WGB24BE003567,E1260185BC6C
WGB24BE003566,E1260185B52F
WGB24BE003565,E1260185C47F
WGB24BE003564,E1260185B51A
WGB24BE003563,E1260185CDC1
WGB24BE003562,E1260185C4A3
WGB24BE003561,E1260185C6FB
WGB24BE003560,E1260185CD00
WGB24BE003559,E1260185D052
WGB24BE003558,E1260185C4CA
WGB24BE003557,E1260185D01C
WGB24BE003556,E1260185C23C
WGB24BE003555,E1260185D4F2
WGB24BE003554,E1260185C509
WGB24BE003553,E1260185BBE0
WGB24BE003552,E1260185C28B
WGB24BE003551,E1260185B242
WGB24BE003550,E1260185B73F
WGB24BE003549,E1260185CBD8
WGB24BE003548,E1260185B38C
WGB24BE003547,E1260185B9A1
WGB24BE003546,E1260185C6F3
WGB24BE003545,E1260185C4D9
WGB24BE003544,E1260185CF70
WGB24BE003543,E1260185C2AC
WGB24BE003542,E1260185BD70
WGB24BE003541,E1260185B2AA
WGB24BE003540,E1260185CD22
WGB24BE003539,E1260185CBEC
WGB24BE003538,E1260185CF42
WGB24BE003537,E1260185D2CD
WGB24BE003536,E1260185B54B
WGB24BE003535,E1260185C512
WGB24BE003534,E1260185C4A9
WGB24BE003533,E1260185CD01
WGB24BE003532,E1260185C24B
WGB24BE003531,E1260185CF5A
WGB24BE003530,E1260185BC49
WGB24BE003529,E1260185B2B3
WGB24BE003528,E1260185CF31
WGB24BE003527,E1260185C263
WGB24BE003526,E1260185CDEC
WGB24BE003525,E1260185CB13
WGB24BE003524,E1260185CF40
WGB24BE003523,E1260185C6F5
WGB24BE003522,E1260185CBE4
WGB24BE003521,E1260185B834
WGB24BE003520,E1260185B99A
WGB24BE003519,E1260185C236
WGB24BE003518,E1260185C285
WGB24BE003517,E1260185D0A7
WGB24BE003516,E1260185CBF5
WGB24BE003515,E1260185CBF3
WGB24BE003514,E1260185C4CB
WGB24BE003513,E1260185D42A
WGB24BE003512,E1260185CDF5
WGB24BE003511,E1260185D042
WGB24BE003510,E1260185D027
WGB24BE003509,E1260185CB33
WGB24BE003508,E1260185C511
WGB24BE003507,E1260185CA5E
WGB24BE003506,E1260185CA7A
WGB24BE003505,E1260185D1A5
WGB24BE003504,E1260185C74A
WGB24BE003503,E1260185C28C
WGB24BE003502,E1260185D4D9
WGB24BE003501,E1260185C03F
WGB24BE003500,E1260185B76F
WGB24BE003499,E1260185D1A1
WGB24BE003498,E1260185B736
WGB24BE003497,E1260185B9DD
WGB24BE003496,E1260185C226
WGB24BE003495,E1260185B380
WGB24BE003494,E1260185C4E3
WGB24BE003493,E1260185B763
WGB24BE003492,E1260185C50F
WGB24BE003491,E1260185B53F
WGB24BE003490,E1260185B76A
WGB24BE003489,E1260185D19A
WGB24BE003488,E1260185CBF4
WGB24BE003487,E1260185CF6F
WGB24BE003486,E1260185C264
WGB24BE003485,E1260185CA74
WGB24BE003484,E1260185CD07
WGB24BE003483,E1260185D024
WGB24BE003482,E1260185D406
WGB24BE003481,E1260185D63C
WGB24BE003480,E1260185C50D
WGB24BE003479,E1260185CF41
WGB24BE003478,E1260185C22A
WGB24BE003477,E1260185D286
WGB24BE003476,E1260185B67D
WGB24BE003475,E1260185C4B3
WGB24BE003474,E1260185CBF1
WGB24BE003473,E1260185CB17
WGB24BE003472,E1260185C517
WGB24BE003471,E1260185CD15
WGB24BE003470,E1260185B767
WGB24BE003469,E1260185C4A1
WGB24BE003468,E1260185D42C
WGB24BE003467,E1260185B4DE
WGB24BE003466,E1260185CBCA
WGB24BE003465,E1260185C50A
WGB24BE003464,E1260185D19F
WGB24BE003463,E1260185CBED
WGB24BE003462,E1260185D4E1
WGB24BE003461,E1260185CB38
WGB24BE003460,E1260185CB28
WGB24BE003459,E1260185C2A7
WGB24BE003458,E1260185D2B6
WGB24BE003457,E1260185D020
WGB24BE003456,E1260185D5CD
WGB24BE003455,E1260185B83B
WGB24BE003454,E1260185B9C7
WGB24BE003453,E1260185B539
WGB24BE003452,E1260185B78B
WGB24BE003451,E1260185CB18
WGB24BE003450,E1260185D1DC
WGB24BE003449,E1260185B992
WGB24BE003448,E1260185B4E7
WGB24BE003447,E1260185BB47
WGB24BE003446,E1260185B517
WGB24BE003445,E1260185D4E6
WGB24BE003444,E1260185C4C8
WGB24BE003443,E1260185C702
WGB24BE003442,E1260185B760
WGB24BE003441,E1260185D058
WGB24BE003440,E1260185D2BB
WGB24BE003439,E1260185C49C
WGB24BE003438,E126018661F7
WGB24BE003437,E12601866E82
WGB24BE003436,E1260186730D
WGB24BE003435,E12601867299
WGB24BE003434,E12601867474
WGB24BE003433,E12601867090
WGB24BE003432,E12601866BB5
WGB24BE003431,E126018661C6
WGB24BE003430,E126018670C3
WGB24BE003429,E12601867464
WGB24BE003428,E12601866C17
WGB24BE003427,E12601866B97
WGB24BE003426,E12601866BDB
WGB24BE003425,E12601866244
WGB24BE003424,E12601866E1B
WGB24BE003423,E12601867064
WGB24BE003422,E126018669C7
WGB24BE003421,E12601866480
WGB24BE003420,E126018669F3
WGB24BE003419,E126018672E4
WGB24BE003418,E12601866DEA
WGB24BE003417,E126018670D5
WGB24BE003416,E12601866482
WGB24BE003415,E12601866E47
WGB24BE003414,E126018648E5
WGB24BE003413,E12601866BB1
WGB24BE003412,E12601866E81
WGB24BE003411,E1260186705E
WGB24BE003410,E1260186620A
WGB24BE003409,E12601865FE5
WGB24BE003408,E12601866C00
WGB24BE003407,E126018672E2
WGB24BE003406,E12601866A14
WGB24BE003405,E12601865FD5
WGB24BE003404,E1260186709D
WGB24BE003403,E126018672BC
WGB24BE003402,E126018672A5
WGB24BE003401,E12601866491
WGB24BE003400,E12601866429
WGB24BE003399,E126018669C2
WGB24BE003398,E1260186624C
WGB24BE003397,E12601866A02
WGB24BE003396,E12601867050
WGB24BE003395,E12601866DF4
WGB24BE003394,E1260186730A
WGB24BE003393,E12601867075
WGB24BE003392,E126018669E7
WGB24BE003391,E12601867077
WGB24BE003390,E12601866BB3
WGB24BE003389,E12601866BEF
WGB24BE003388,E12601866B67
WGB24BE003387,E126018670C6
WGB24BE003386,E126018672E8
WGB24BE003385,E12601866E57
WGB24BE003384,E126018672C2
WGB24BE003383,E12601866DE7
WGB24BE003382,E12601866425
WGB24BE003381,E12601866BA6
WGB24BE003380,E1260186704B
WGB24BE003379,E12601864A44
WGB24BE003378,E1260186624A
WGB24BE003377,E12601866BED
WGB24BE003376,E12601866BB8
WGB24BE003375,E1260186647F
WGB24BE003374,E12601865FDD
WGB24BE003373,E1260186624B
WGB24BE003372,E126018670C2
WGB24BE003371,E12601866E41
WGB24BE003370,E126018670B4
WGB24BE003369,E126018670AB
WGB24BE003368,E12601866C10
WGB24BE003367,E12601867306
WGB24BE003366,E126018672AD
WGB24BE003365,E1260186728D
WGB24BE003364,E12601866A05
WGB24BE003363,E126018669D0
WGB24BE003362,E1260186729D
WGB24BE003361,E12601864D2D
WGB24BE003360,E12601866479
WGB24BE003359,E12601865FC6
WGB24BE003358,E12601866B98
WGB24BE003357,E126018672A9
WGB24BE003356,E126018672E9
WGB24BE003355,E126018661DC
WGB24BE003354,E1260186620F
WGB24BE003353,E12601866DE0
WGB24BE003352,E12601866BC7
WGB24BE003351,E126018672BD
WGB24BE003350,E12601866C18
WGB24BE003349,E126018670B0
WGB24BE003348,E12601866489
WGB24BE003347,E12601865B65
WGB24BE003346,E12601866E65
WGB24BE003345,E12601864F2F
WGB24BE003344,E12601866443
WGB24BE003343,E12601866DF1
WGB24BE003342,E12601867079
WGB24BE003341,E126018661FE
WGB24BE003340,E12601867084
WGB24BE003339,E1260186480C
WGB24BE003338,E12601864D51
WGB24BE003337,E12601865F86
WGB24BE003336,E12601865FE0
WGB24BE003335,E12601863F31
WGB24BE003334,E12601864B12
WGB24BE003333,E1260186388E
WGB24BE003332,E126018648C6
WGB24BE003331,E1260186648C
WGB24BE003330,E126018661C5
WGB24BE003329,E1260186646C
WGB24BE003328,E1260186648B
WGB24BE003327,E1260186646E
WGB24BE003326,E126018646C8
WGB24BE003325,E1260186643F
WGB24BE003324,E12601864B23
WGB24BE003323,E12601863896
WGB24BE003322,E12601863A45
WGB24BE003321,E126018648ED
WGB24BE003320,E12601865FCA
WGB24BE003319,E12601864F45
WGB24BE003318,E12601864606
WGB24BE003317,E12601866242
WGB24BE003316,E126018661DD
WGB24BE003315,E126018639E8
WGB24BE003314,E12601866441
WGB24BE003313,E12601866209
WGB24BE003312,E1260186501B
WGB24BE003311,E12601864800
WGB24BE003310,E12601865F90
WGB24BE003309,E12601864F36
WGB24BE003308,E12601864412
WGB24BE003307,E1260186463B
WGB24BE003306,E126018644C9
WGB24BE003305,E12601864CA3
WGB24BE003304,E12601864B49
WGB24BE003303,E12601864166
WGB24BE003302,E126018646B1
WGB24BE003301,E12601864F42
WGB24BE003300,E126018646CD
WGB24BE003299,E12601864C93
WGB24BE003298,E12601864F28
WGB24BE003297,E12601864616
WGB24BE003296,E12601864695
WGB24BE003295,E12601865F9A
WGB24BE003294,E12601866446
WGB24BE003293,E12601864F57
WGB24BE003292,E12601864A9A
WGB24BE003291,E12601864EDE
WGB24BE003290,E126018644E9
WGB24BE003289,E1260186668A
WGB24BE003288,E12601866420
WGB24BE003287,E126018647ED
WGB24BE003286,E12601864D67
WGB24BE003285,E126018647E8
WGB24BE003284,E12601864B24
WGB24BE003283,E126018644DA
WGB24BE003282,E12601864607
WGB24BE003281,E12601864B4B
WGB24BE003280,E12601865F9E
WGB24BE003279,E12601864F3E
WGB24BE003278,E12601864088
WGB24BE003277,E12601866E1E
WGB24BE003276,E12601864A5C
WGB24BE003275,E12601864B28
WGB24BE003274,E12601865F83
WGB24BE003273,E12601864801
WGB24BE003272,E12601864680
WGB24BE003271,E12601865FB4
WGB24BE003270,E12601864182
WGB24BE003269,E12601864CAA
WGB24BE003268,E126018648F7
WGB24BE003267,E126018645F6
WGB24BE003266,E1260186449C
WGB24BE003265,E12601864D7D
WGB24BE003264,E12601864A55
WGB24BE003263,E12601864A41
WGB24BE003262,E126018644C2
WGB24BE003261,E126018647E0
WGB24BE003260,E126018648FA
WGB24BE003259,E12601864B27
WGB24BE003258,E12601865FC9
WGB24BE003257,E126018639F1
WGB24BE003256,E126018645F8
WGB24BE003255,E12601864ED0
WGB24BE003254,E126018647E2
WGB24BE003253,E12601864A66
WGB24BE003252,E12601864CC2
WGB24BE003251,E12601863F28
WGB24BE003250,E12601864A93
WGB24BE003249,E12601863886
WGB24BE003248,E12601864EEB
WGB24BE003247,E12601865FCB
WGB24BE003246,E1260186462B
WGB24BE003245,E1260186389A
WGB24BE003244,E12601865FDF
WGB24BE003243,E12601865FD8
WGB24BE003242,E126018670BD
WGB24BE003241,E12601866250
WGB24BE003240,E12601864F46
WGB24BE003239,E12601864A85
WGB24BE003238,E1260186620B
WGB24BE003237,E12601864A9B
WGB24BE003236,E12601864A32
WGB24BE003235,E12601864B2A
WGB24BE003234,E12601864F5E
WGB24BE003233,E12601864D6E
WGB24BE003232,E12601864D2E
WGB24BE003231,E1260186467F
WGB24BE003230,E12601864D59
WGB24BE003229,E126018644BF
WGB24BE003228,E12601863F15
WGB24BE003227,E12601866468
WGB24BE003226,E126018648D7
WGB24BE003225,E12601864CBE
WGB24BE003224,E12601864812
WGB24BE003223,E12601866674
WGB24BE003222,E1260186465C
WGB24BE003221,E12601863F37
WGB24BE003220,E1260186384E
WGB24BE003219,E12601864CB7
WGB24BE003218,E12601866220
WGB24BE003217,E1260186648A
WGB24BE003216,E12601865FA5
WGB24BE003215,E12601863CC8
WGB24BE003214,E12601864817
WGB24BE003213,E12601864CB9
WGB24BE003212,E12601864A37
WGB24BE003211,E12601864D7C
WGB24BE003210,E126018646C9
WGB24BE003209,E12601864B4C
WGB24BE003208,E12601866450
WGB24BE003207,E126018647E7
WGB24BE003206,E12601864A68
WGB24BE003205,E12601864627
WGB24BE003204,E1260186621B
WGB24BE003203,E126018661C8
WGB24BE003202,E12601866442
WGB24BE003201,E126018648C3
WGB24BE003200,E12601864F4C
WGB24BE003198,E1270110C380
WGB24BE003197,E127014A081B
WGB24BE003196,E12700B0524B
WGB24BE003195,E12700B06281
WGB24BE003194,E12700B05D1C
WGB24BE003193,E12700B05EA9
WGB24BE003192,E12700B062FA
WGB24BE003191,E12700B0593F
WGB24BE003190,E12700B06344
WGB24BE003189,E12700B04CA8
WGB24BE003188,E12700B05B8C
WGB24BE003187,E12700B06040
WGB24BE003186,E12700B05ECF
WGB24BE003185,E12700B0603F
WGB24BE003184,E12700B059FD
WGB24BE003183,E12700B0587C
WGB24BE003182,E12700B06246
WGB24BE003181,E12700B05C53
WGB24BE003180,E12700B05F31
WGB24BE003179,E12700B05CFF
WGB24BE003178,E12700B05D4D
WGB24BE003177,E12700B05ED6
WGB24BE003176,E12700B06105
WGB24BE003175,E12700B05D88
WGB24BE003174,E126018669C1
WGB24BE003173,E12601866448
WGB24BE003172,E12601865FDE
WGB24BE003171,E12700B060DC
WGB24BE003170,E12700B04B9F
WGB24BE003169,E12700B062EC
WGB24BE003168,E12700B05D66
WGB24BE003167,E12700B053F2
WGB24BE003166,E12700B05BAE
WGB24BE003165,E12700B06059
WGB24BE003164,E12700B05877
WGB24BE003163,E12700B055D0
WGB24BE003162,E12700B05836
WGB24BE003161,E12700B05998
WGB24BE003160,E12700B05C6D
WGB24BE003159,E12700B04CD4
WGB24BE003158,E12700B04E1C
WGB24BE003157,E12700B05D28
WGB24BE003156,E12700B06071
WGB24BE003155,E12700B0569A
WGB24BE003154,E12700B04FEE
WGB24BE003153,E12700B0566E
WGB24BE003152,E12700B05CA1
WGB24BE003151,E12700B04B70
WGB24BE003150,E12700B056D2
WGB24BE003149,E12700B04E72
WGB24BE003148,E12700B05956
WGB24BE003147,E12700B04B74
WGB24BE003146,E12700B05DCD
WGB24BE003145,E12700B060D9
WGB24BE003144,E12700B06089
WGB24BE003143,E12700B05E35
WGB24BE003142,E12700B05F78
WGB24BE003141,E12700B05B01
WGB24BE003140,E12700B05D2E
WGB24BE003139,E12700B05991
WGB24BE003138,E12700B060E8
WGB24BE003137,E12700B05F0D
WGB24BE003136,E12700B05B17
WGB24BE003135,E12700B0608A
WGB24BE003134,E12700B0639C
WGB24BE003133,E12700B05B82
WGB24BE003132,E1260185B558
WGB24BE003131,E12700B05EDF
WGB24BE003130,E12700B059A6
WGB24BE003129,E12700B0626A
WGB24BE003128,E12700B05B49
WGB24BE003127,E12700B05B3A
WGB24BE003126,E12700B05F6D
WGB24BE003125,E12700B05BB1
WGB24BE003124,E12700B060EB
WGB24BE003123,E12700B05CFB
WGB24BE003122,E12700B05BB8
WGB24BE003121,E12700B05D4C
WGB24BE003120,E12700B05EF3
WGB24BE003119,E1260185B9F1
WGB24BE003118,E12700B05F29
WGB24BE003117,E1260185B4DC
WGB24BE003116,E12700B05CFA
WGB24BE003115,E1260185B801
WGB24BE003114,E12700B05B3C
WGB24BE003113,E12700B05B69
WGB24BE003112,E1260185B996
WGB24BE003111,E12700B05545
WGB24BE003110,E12700B05EC7
WGB24BE003109,E12700B05D4B
WGB24BE003108,E12700B05BAD
WGB24BE003107,E12700B05846
WGB24BE003106,E1260185BA0D
WGB24BE003105,E12700B05EFE
WGB24BE003104,E12700B054ED
WGB24BE003103,E12700B05EE5
WGB24BE003102,E12700B04CD9
WGB24BE003101,E12700B05588
WGB24BE003100,E12700B04FD5
WGB24BE003099,E12700B05EEC
WGB24BE003098,E12700B05F66
WGB24BE003097,E12700B056F6
WGB24BE003096,E12700B05753
WGB24BE003095,E12700B05BAA
WGB24BE003094,E12700B05CB1
WGB24BE003093,E12700B0566F
WGB24BE003092,E12700B0507B
WGB24BE003091,E12700B05D16
WGB24BE003090,E12700B05B64
WGB24BE003089,E1260185BA63
WGB24BE003088,E12700B05D4F
WGB24BE003087,E12700B053F3
WGB24BE003086,E12700B05848
WGB24BE003085,E12700B060F4
WGB24BE003084,E12700B05EF4
WGB24BE003083,E12700B05D06
WGB24BE003082,E12700B06180
WGB24BE003081,E12700B06030
WGB24BE003080,E12700B05072
WGB24BE003079,E12700B04E91
WGB24BE003078,E12700B05027
WGB24BE003077,E12700B05B18
WGB24BE003076,E12700B05DAA
WGB24BE003075,E1260185BDEA
WGB24BE003074,E1260185BB53
WGB24BE003073,E1260185B47D
WGB24BE003072,E12700B04B71
WGB24BE003071,E12700B0579D
WGB24BE003070,E12700B05BA1
WGB24BE003069,E12700B05BB9
WGB24BE003068,E12700B059A8
WGB24BE003067,E12700B059F0
WGB24BE003066,E12700B05DD8
WGB24BE003065,E12700B05B02
WGB24BE003064,E12700B06041
WGB24BE003063,E12700B06092
WGB24BE003062,E12700B05B3B
WGB24BE003061,E1260185B9C6
WGB24BE003060,E12700B05C4F
WGB24BE003059,E12700B05B0D
WGB24BE003058,E12700B05F03
WGB24BE003057,E12700B05B9B
WGB24BE003056,E12700B05EA3
WGB24BE003055,E12700B05181
WGB24BE003054,E1260185B749
WGB24BE003053,E12700B05B1F
WGB24BE003052,E12700B060EC
WGB24BE003051,E1260185B53C
WGB24BE003050,E12700B05F3C
WGB24BE003049,E1260185B4EF
WGB24BE003048,E12700B0599E
WGB24BE003047,E12700B05F51
WGB24BE003046,E12700B05B32
WGB24BE003045,E12700B05871
WGB24BE003044,E12700B0587D
WGB24BE003043,E1260185B57B
WGB24BE003042,E1260185B6B1
WGB24BE003041,E1260185B998
WGB24BE003040,E12700B05B59
WGB24BE003039,E1260185B77B
WGB24BE003038,E1260185BC6B
WGB24BE003037,E1260185BB6E
WGB24BE003036,E12700B05876
WGB24BE003035,E12700B05E12
WGB24BE003034,E1260185B67C
WGB24BE003033,E12700B05F4A
WGB24BE003032,E12700B05862
WGB24BE003031,E1260185BB73
WGB24BE003030,E1260185BBDA
WGB24BE003029,E1260185B9F0
WGB24BE003028,E12700B05837
WGB24BE003027,E1260185B733
WGB24BE003026,E12700B05EE1
WGB24BE003025,E12700B059FF
WGB24BE003024,E1260185B74C
WGB24BE003023,E1260185B520
WGB24BE003022,E12700B05B9D
WGB24BE003021,E12700B05B68
WGB24BE003020,E12700B05B2D
WGB24BE003019,E12700B06399
WGB24BE003018,E12700B05F0E
WGB24BE003017,E12700B05D41
WGB24BE003016,E12700B05B2E
WGB24BE003015,E1260185BB48
WGB24BE003014,E12700B05ED9
WGB24BE003013,E1260185BBFD
WGB24BE003012,E1260185B794
WGB24BE003011,E12700B06091
WGB24BE003010,E12700B05D86
WGB24BE003009,E1260185B9E9
WGB24BE003008,E12700B05B84
WGB24BE003007,E1260185B36D
WGB24BE003006,E12700B04FDC
WGB24BE003005,E12601863994
WGB24BE003004,E12700B05D43
WGB24BE003003,E12700B05825
WGB24BE003002,E126018642E8
WGB24BE003001,E12700B0598D
WGB24BE003000,E12700B05F2F
WGB24BE002999,E1260185BC65
WGB24BE002998,E12601863850
WGB24BE002997,E12700B04CC6
WGB24BE002996,E12700B05DD5
WGB24BE002995,E12700B05C3C
WGB24BE002994,E12700B05A12
WGB24BE002993,E126018643DF
WGB24BE002992,E12601863A62
WGB24BE002991,E12700B05B06
WGB24BE002990,E12700B060BD
WGB24BE002989,E12700B05F35
WGB24BE002988,E12601863D12
WGB24BE002987,E12700B06338
WGB24BE002986,E12700B05F5C
WGB24BE002985,E12700B05EC6
WGB24BE002984,E12700B05429
WGB24BE002983,E12700B04C19
WGB24BE002982,E12700B0565F
WGB24BE002981,E12700B05982
WGB24BE002980,E12700B060DB
WGB24BE002979,E12700B05372
WGB24BE002978,E12700B05B48
WGB24BE002977,E12700B05679
WGB24BE002976,E12700B05F68
WGB24BE002975,E12700B05D80
WGB24BE002974,E12700B05014
WGB24BE002973,E12700B059A7
WGB24BE002972,E12700B05018
WGB24BE002971,E12700B05F24
WGB24BE002970,E1260185B9F9
WGB24BE002969,E1260185B224
WGB24BE002968,E1260185BA54
WGB24BE002967,E12700B05D60
WGB24BE002966,E12700B05B63
WGB24BE002965,E12700B05BC5
WGB24BE002964,E1260185B33B
WGB24BE002963,E1260185B2DA
WGB24BE002962,E1260185B983
WGB24BE002961,E12700B055B7
WGB24BE002960,E1260185B79C
WGB24BE002959,E12700B06339
WGB24BE002958,E12700B04BAC
WGB24BE002957,E1260185B990
WGB24BE002956,E12700B05EC5
WGB24BE002955,E12700B05905
WGB24BE002954,E12700B0568D
WGB24BE002953,E12700B04FFB
WGB24BE002952,E12700B05A75
WGB24BE002951,E1260185BD3B
WGB24BE002950,E1260185B50C
